title,url,priority,type,state,subsystem,affected version,included in builds,avaliable in,latest affected,created date,refactoring_haibo,refactoring_zhuolin,final label,input program,final label1,input property,symptoms,refactoring type,commit_html_url,new root cause,new root cause zl,stage,stage zl,"disagree (root cause, stage)",checked,cross checked,reproducebale,might need to remove,oracle,notes,initialize refactoring,propocess/ precondition,,perform change,confused,note
"Renaming silently fails with ""c.i.r.BaseRefactoringProcessor - Wrong offsets: start=-1; end=-1; document length=204957""",https://youtrack.jetbrains.com/issue/IDEA-300494/Renaming-silently-fails-with-c.i.r.BaseRefactoringProcessor-Wrong-offsets-start-1-end-1-document-length204957,Normal,Bug,Fixed,Java. Refactorings,2022.2.1 (222.3739.54),"231.5906, 233.182",2023.1,Not specified,23 Jun 2023,n,,,,n,,,,https://github.com/JetBrains/intellij-community/commit/630b9cb64fca5fcdd54131dbd875073ec93391c7,,,Create Change,,,,0,,,,,,,,,,
Pull Java enum method up and make abstract → Syntax error,https://youtrack.jetbrains.com/issue/IDEA-236396/Pull-Java-enum-method-up-and-make-abstract-Syntax-error,Normal,Bug,Fixed,Java. Refactorings,2020.2 (202.6397.94),"231.6298, 233.182",2023.1,Not specified,23 Jun 2023,y,,,0,y,enum,compile error,pull up method,https://github.com/JetBrains/intellij-community/commit/8202fb48574518905a0f99d1cc130c674446e08f,,,Create Change,,,,1,0,1,,,,,,,,
Pull members up refactoring should not allow pulling up synthetic enum methods,https://youtrack.jetbrains.com/issue/IDEA-311673/Pull-members-up-refactoring-should-not-allow-pulling-up-synthetic-enum-methods,Normal,Bug,Fixed,Java. Refactorings,Not specified,"231.6298, 233.182",2023.1,Not specified,23 Jun 2023,n,y,y,1,y,enum,exception,pull up method,https://github.com/JetBrains/intellij-community/commit/b10f00ab17e6d77a417eadf4add6b441e9c89673,overly weak preconditions,overly weak preconditions,Initial Condition,Initial Condition,0,,1,1,,,,,,,,,
Pull members up refactoring should not allow pulling up non-abstract record accessor method,https://youtrack.jetbrains.com/issue/IDEA-311563/Pull-members-up-refactoring-should-not-allow-pulling-up-non-abstract-record-accessor-method,Normal,Bug,Fixed,Java. Refactorings,Not specified,"231.6298, 233.182",2023.1,Not specified,23 Jun 2023,n,y,y,1,y,record,compile error,pull up method,https://github.com/JetBrains/intellij-community/commit/d83f0ae5853be8fc2febdd51d84aeeeec81b3341,overly weak preconditions,overly weak preconditions,Initial Condition,Initial Condition,0,,1,1,,,,,,,,,
Incorrect warning that static members can't be pushed down to non-static classes,https://youtrack.jetbrains.com/issue/IDEA-311776/Incorrect-warning-that-static-members-cant-be-pushed-down-to-non-static-classes,Normal,Bug,Fixed,Java. Refactorings,Not specified,"231.6348, 233.182",2023.1,Not specified,23 Jun 2023,y,,,1,y,local class,incorrect warning message,push down method,https://github.com/JetBrains/intellij-community/commit/c67c56220df69507c8ac0032d4c23f02d9ca9d9f,overly strong preconditions,overly weak preconditions,Initial Condition,Initial Condition,1,,0,,,,,,,,,,
custom annotations stripped when performing method parameter refactor,https://youtrack.jetbrains.com/issue/IDEA-240384/custom-annotations-stripped-when-performing-method-parameter-refactor,Normal,Bug,Fixed,Java. Refactorings,2020.1 (201.6668.121),"231.6990, 233.182",2023.1,2022.3 (223.7571.182),23 Jun 2023,y,confused,n,,n,annotation,behavior change,change method signature,https://github.com/JetBrains/intellij-community/commit/6c4bc6640095146bea42262a9fb67c679159c38e,,,Initial Condition,,,,0,,,,,,,,,,
Undo during Introduce Parameter pops up error message,https://youtrack.jetbrains.com/issue/IDEA-310278/Undo-during-Introduce-Parameter-pops-up-error-message,Normal,Bug,Fixed,Java. Refactorings,2023.1 EAP 1 (231.4840.387),"232.193, 231.8614, 233.182",2023.1.1,Not specified,23 Jun 2023,n,,,,n,,exception,introduce parameter,https://github.com/JetBrains/intellij-community/commit/927bf3df9ff074507241e84397bb003b5f58e5ce,,,Create Change,,,,0,,,,,,,,,,
Replace with bound wildcard for super-method loosing annotations,https://youtrack.jetbrains.com/issue/IDEA-312418/Replace-with-bound-wildcard-for-super-method-loosing-annotations,Normal,Bug,Fixed,Java. Refactorings,2023.1,"232.307, 231.7609, 233.182",2023.1,Not specified,23 Jun 2023,y,,,0,n,annotation,behavior change,change papramter,https://github.com/JetBrains/intellij-community/commit/1c3843440eaac7e326fb0f164e380cb42c206735,ast rewrite issue,,Initial Condition,,,,1,0,1,,last check,,,,,,
Intellij Idea removes annotation from generic parameters when converting class to a record,https://youtrack.jetbrains.com/issue/IDEA-315964/Intellij-Idea-removes-annotation-from-generic-parameters-when-converting-class-to-a-record,Normal,Bug,Fixed,Java. Refactorings,2022.3.3 (223.8836.41),Not specified,Not specified,2023.2,23 Mar 2023,y,,,1,y,annotation,behavior change,convert class to record,,,,Initial Condition,,,,0,,,,,,,,,,
Extract delegate as enum should create final value field,https://youtrack.jetbrains.com/issue/IDEA-315538/Extract-delegate-as-enum-should-create-final-value-field,Normal,Bug,Fixed,Java. Refactorings,Not specified,Not specified,Not specified,Not specified,16 Mar 2023,n,,,,n,,,,,,,Initial Condition,,,,0,,,,,,,,,,
"Quick fix ""Create Constant"": Introduces after usages",https://youtrack.jetbrains.com/issue/IDEA-100867/Quick-fix-Create-Constant-Introduces-after-usages,Normal,Bug,Fixed,Java. Refactorings,Not specified,126.264,Not specified,Not specified,10 Feb 2023,n,,,,n,,,,https://github.com/JetBrains/intellij-community/commit/3de6d80c2eb178eae75693dc6f63d03dcb2287c6,,,Create Change,,,,0,,,,,,,,,,
Pull members up dialog allows selecting methods already in interface,https://youtrack.jetbrains.com/issue/IDEA-100938/Pull-members-up-dialog-allows-selecting-methods-already-in-interface,Normal,Bug,Fixed,Java. Refactorings,Not specified,126.264,Not specified,Not specified,10 Feb 2023,n,y,n,,n,,incorrect warning message?,pull up method,https://github.com/JetBrains/intellij-community/commit/7c89087138bb64ef8918b9bb376a15f7919f28cc,,,Final Condition,,,,0,,,,,,,,,,
Moving fields from one class to another can be incorrect,https://youtrack.jetbrains.com/issue/IDEA-102024/Moving-fields-from-one-class-to-another-can-be-incorrect,Normal,Bug,Fixed,Java. Refactorings,Not specified,128.33,Not specified,Not specified,10 Feb 2023,y,,,1,y,,behavior change,move field,https://github.com/JetBrains/intellij-community/commit/f00cc9d5305c862d7fb081374c387a09d3724bd7,flow analysis issue,search usages issue,Create Change,Create Change,0,,0,,,,,,,,,,
Rename doesn't refactor dynamic references of method in jsp,https://youtrack.jetbrains.com/issue/IDEA-102200/Rename-doesnt-refactor-dynamic-references-of-method-in-jsp,Normal,Bug,Fixed,Java. Refactorings,Not specified,128.85,Not specified,Not specified,10 Feb 2023,n,,,,n,,,,https://github.com/JetBrains/intellij-community/commit/1b3f5275063c9637c527c18485f7a876ca405718,,,Initial Condition,,,,0,,,,,,,,,,
Extract Field doesn't work properly,https://youtrack.jetbrains.com/issue/IDEA-102302/Extract-Field-doesnt-work-properly,Normal,Bug,Fixed,Java. Refactorings,Not specified,128.85,Not specified,Not specified,10 Feb 2023,n,y,n,,n,,incomplete refactoring,Extract Field,https://github.com/JetBrains/intellij-community/commit/571cdf6b1bd1c627b0b26ba242e25c8d2191773c,,,Create Change,,,,0,,,,selection scope,,,,,,
"Moving a package by drag and drop behave differently than with F6: when moving from main source and test dirs, it moves the test files into main source dir",https://youtrack.jetbrains.com/issue/IDEA-102563/Moving-a-package-by-drag-and-drop-behave-differently-than-with-F6-when-moving-from-main-source-and-test-dirs-it-moves-the-test,Normal,Bug,Fixed,Java. Refactorings,Not specified,128.135,Not specified,Not specified,10 Feb 2023,n,,,,n,,,,https://github.com/JetBrains/intellij-community/commit/7fc31b8005c5e43429c0ec10a7c79fa62e390954,,,Create Change,,,,0,,,,,,,,,,
No safe delete with usage search in navigation bar,https://youtrack.jetbrains.com/issue/IDEA-120667/No-safe-delete-with-usage-search-in-navigation-bar,Normal,Bug,Fixed,Java. Refactorings,Not specified,134.1085,Not specified,Not specified,10 Feb 2023,n,,,,n,,,,https://github.com/JetBrains/intellij-community/commit/06f7e3faa0a150692044e2587f9db65d7a90885b;https://github.com/JetBrains/intellij-community/commit/e899da57ad35631621db3ad3b2046bca11b75cdf,,,Final Condition,,,,0,,,,,,,,,,
Rename variables broken UI,https://youtrack.jetbrains.com/issue/IDEA-121036/Rename-variables-broken-UI,Normal,Bug,Fixed,Java. Refactorings,Not specified,"134.1208, 134.1305",Not specified,Not specified,10 Feb 2023,n,,,,n,,,,https://github.com/JetBrains/intellij-community/commit/3fb9b1a3e811ea68282bfbc21eba5f064cb64657,,,Initial Condition,,,,0,,,,,,,,,,
"""move"" refactoring blocked on files that aren't checked out",https://youtrack.jetbrains.com/issue/IDEA-103680/move-refactoring-blocked-on-files-that-arent-checked-out,Normal,Bug,Fixed,Java. Refactorings,Not specified,130.87,Not specified,Not specified,10 Feb 2023,n,,,,n,,,,,,,Create Change,,,,0,,,,,,,,,,
Typo in method signature refactoring warning,https://youtrack.jetbrains.com/issue/IDEA-103892/Typo-in-method-signature-refactoring-warning,Normal,Bug,Fixed,Java. Refactorings,Not specified,130.124,Not specified,Not specified,10 Feb 2023,n,,,,n,,,,https://github.com/JetBrains/intellij-community/commit/d221682a02a3bba13669ac16003f11c998d222f0,,,Final Condition,,,,0,,,,,,,,,,
"""Change Signature"": Method parameter default value becomes fully qualified after refactoring is applied",https://youtrack.jetbrains.com/issue/IDEA-104308/Change-Signature-Method-parameter-default-value-becomes-fully-qualified-after-refactoring-is-applied,Normal,Bug,Fixed,Java. Refactorings,Not specified,130.165,Not specified,Not specified,10 Feb 2023,y,y,y,1,y,,unnecessary change,change method signature,https://github.com/JetBrains/intellij-community/commit/298432c18c9a2eba0ab8b959bb040d41c820a281,ast rewrite issue,change calculator issue,Create Change,Create Change,1,,1,1,,,,,,,,,
Rename suggestions list,https://youtrack.jetbrains.com/issue/IDEA-121982/Rename-suggestions-list,Normal,Bug,Fixed,Java. Refactorings,Not specified,"136.1146, 136.1336",Not specified,Not specified,10 Feb 2023,n,,,,n,,,,https://github.com/JetBrains/intellij-community/commit/f64d2394d20fd69bb955ddcc9aab4f5de2f0611e,,,Create Change,,,,0,,,,,,,,,,
red code after inline variable,https://youtrack.jetbrains.com/issue/IDEA-104536/red-code-after-inline-variable,Normal,Bug,Fixed,Java. Refactorings,Not specified,130.248,Not specified,Not specified,10 Feb 2023,y,,,1,y,foreach,compile error,inline variable,https://github.com/JetBrains/intellij-community/commit/55d981e071c53080b7a970f677a594a6dbcfc130,ast rewrite issue,change calculator issue,Create Change,Create Change,1,,1,0,1,,,,,,,,
Moving classes by DnD to a compacted package is broken,https://youtrack.jetbrains.com/issue/IDEA-104925/Moving-classes-by-DnD-to-a-compacted-package-is-broken,Normal,Bug,Fixed,Java. Refactorings,Not specified,130.248,Not specified,Not specified,10 Feb 2023,n,,,,n,,,,https://github.com/JetBrains/intellij-community/commit/16acf1398eb4d04c1e4d3eba5d8f040543314855,,,Final Condition,,,,0,,,,,,,,,,
Make inner class: incorrect accessibility warning about inner class,https://youtrack.jetbrains.com/issue/IDEA-104986/Make-inner-class-incorrect-accessibility-warning-about-inner-class,Normal,Bug,Fixed,Java. Refactorings,Not specified,130.248,Not specified,Not specified,10 Feb 2023,y,,,1,y,inner class,incorrect warning message,move class,https://github.com/JetBrains/intellij-community/commit/a9544ca29678f6530a0b3aacc26d99f9b6dfab92,flow analysis issue,search usages issue,Initial Condition,Initial Condition,0,,1,1,,,,,,,,,
extract class as enum refactoring generates bad code,https://youtrack.jetbrains.com/issue/IDEA-103509/extract-class-as-enum-refactoring-generates-bad-code,Normal,Bug,Fixed,Java. Refactorings,Not specified,130.261,Not specified,Not specified,10 Feb 2023,y,,,1,y,enum,compile error,extract class,https://github.com/JetBrains/intellij-community/commit/33dee73821c4baef87519268ed2a4b8524fa6bbe,ast rewrite issue,ast rewrite issue,Create Change,Create Change,0,,0,,,,,,,,,,
IDEA can not update method return type,https://youtrack.jetbrains.com/issue/IDEA-121234/IDEA-can-not-update-method-return-type,Normal,Bug,Fixed,Java. Refactorings,Not specified,"136.1178, 136.1336, 135.690",Not specified,Not specified,10 Feb 2023,n,,,,n,,,,https://github.com/JetBrains/intellij-community/commit/3704bfc631b356e61ceb28b589e27aed6ffa69ce,,,Create Change,,,,0,,,,,,,,,,
Extract method duplicates analysis fails in case of inner classes,https://youtrack.jetbrains.com/issue/IDEA-122014/Extract-method-duplicates-analysis-fails-in-case-of-inner-classes,Normal,Bug,Fixed,Java. Refactorings,Not specified,"136.1235, 136.1336, 135.690",Not specified,Not specified,10 Feb 2023,y,,,1,y,inner class,behavior change,extract method,https://github.com/JetBrains/intellij-community/commit/90698ca76cc4228b1751a99f8a500d286a6eee08,Incorrect Type Resolving,ast matching issue,Create Change,Create Change,0,,1,0,1,,,,,,,,
Inplace rename: continue editing moves caret to a wrong position,https://youtrack.jetbrains.com/issue/IDEA-104924/Inplace-rename-continue-editing-moves-caret-to-a-wrong-position,Normal,Bug,Fixed,Java. Refactorings,Not specified,130.24,Not specified,Not specified,10 Feb 2023,n,,,,n,,,,https://github.com/JetBrains/intellij-community/commit/527f381c73df47076af9f49f947e6cb6a0967ee1,,,Final Condition,,,,0,,,,,,,,,,
JDK 1.8: Extract Refactorings: expression selector doesn't automatically select array references,https://youtrack.jetbrains.com/issue/IDEA-102852/JDK-1.8-Extract-Refactorings-expression-selector-doesnt-automatically-select-array-references,Minor,Bug,Fixed,Java. Refactorings,Not specified,130.1,Not specified,Not specified,10 Feb 2023,n,,,,n,,,,https://github.com/JetBrains/intellij-community/commit/baa13dac162e09c5e75befce07162e3b53282d7f,,,Create Change,,,,0,,,,,,,,,,
Introduce constant behaviour changes if there is no semicolon at the end of the line,https://youtrack.jetbrains.com/issue/IDEA-122756/Introduce-constant-behaviour-changes-if-there-is-no-semicolon-at-the-end-of-the-line,Normal,Bug,Fixed,Java. Refactorings,Not specified,"136.1324, 136.1336, 135.690",Not specified,Not specified,10 Feb 2023,y,,,1,n,,behavior change,introduce constant,https://github.com/JetBrains/intellij-community/commit/86cf8fe4e7e20961771ffb096cc679f3377d573e,selection parsing issue,search usages issue,Initialize Refactoring,,1,,0,,,,,,,,,,
Change signature preview: parameters are badly aligned,https://youtrack.jetbrains.com/issue/IDEA-105265/Change-signature-preview-parameters-are-badly-aligned,Normal,Bug,Fixed,Java. Refactorings,Not specified,130.286,Not specified,Not specified,10 Feb 2023,n,,,,n,,,,https://github.com/JetBrains/intellij-community/commit/a55b5b6d8b1c49fb08a25953c515366eedf2ef42,,,Final Condition,,,,0,,,,,,,,,,
Undo/redo create class: unexpected dot,https://youtrack.jetbrains.com/issue/IDEA-105397/Undo-redo-create-class-unexpected-dot,Normal,Bug,Fixed,Java. Refactorings,Not specified,130.286,Not specified,Not specified,10 Feb 2023,n,,,,n,,,,https://github.com/JetBrains/intellij-community/commit/2fab5b94224fccbc03b3a1d4c25a77ba9e7aad0d,,,Final Condition,,,,0,,,,,,,,,,
Introduce Variable refactoring adds redundant casting,https://youtrack.jetbrains.com/issue/IDEA-105455/Introduce-Variable-refactoring-adds-redundant-casting,Normal,Bug,Fixed,Java. Refactorings,Not specified,130.299,Not specified,Not specified,10 Feb 2023,y,,,1,y,,unnecessary change,introduce variable,https://github.com/JetBrains/intellij-community/commit/8e189439ca9aa63555f5dd20ebe161c79aa9cfe5;https://github.com/JetBrains/intellij-community/commit/c362124ffd1bdc4ec45d06c26203dd08b8ba7c1b,ast rewrite issue,ast rewrite issue,Create Change,Create Change,0,,1,0,1,,adds redundant casting,,,,,,
Add constructor parameters' ignores parameters whose names clash with field names,https://youtrack.jetbrains.com/issue/IDEA-105483/Add-constructor-parameters-ignores-parameters-whose-names-clash-with-field-names,Normal,Bug,Fixed,Java. Refactorings,Not specified,130.299,Not specified,Not specified,10 Feb 2023,y,,,1,y,,compile error,change method signature,,,,Final Condition,,,,1,1,1,,,,,,,,
"""introduce parameter"" dialog does not have a scroll bar on the right",https://youtrack.jetbrains.com/issue/IDEA-122614/introduce-parameter-dialog-does-not-have-a-scroll-bar-on-the-right,Normal,Bug,Fixed,Java. Refactorings,Not specified,"136.1325, 136.1336, 135.690",Not specified,Not specified,10 Feb 2023,n,,,,n,,,,https://github.com/JetBrains/intellij-community/commit/3d7bf9f020c5e5d47c2d89062272dea69f71ad67,,,Final Condition,,,,0,,,,,,,,,,
__Array__ inserted on introduce method,https://youtrack.jetbrains.com/issue/IDEA-105562/Array-inserted-on-introduce-method,Normal,Bug,Fixed,Java. Refactorings,Not specified,130.299,Not specified,Not specified,10 Feb 2023,n,confused,n,,n,,,,https://github.com/JetBrains/intellij-community/commit/ceb9354f15afd5fa30d4b320bc13d8a2fcabca35,,,Final Condition,,,,0,,,,,,,,,,
"Implement abstract class"" puts a method before constructor",https://youtrack.jetbrains.com/issue/IDEA-105566/Implement-abstract-class-puts-a-method-before-constructor,Normal,Bug,Fixed,Java. Refactorings,Not specified,130.299,Not specified,Not specified,10 Feb 2023,n,,,,n,,,,https://github.com/JetBrains/intellij-community/commit/47d6ba424e0e8d49d04795c9483efadee53f5ad8;https://github.com/JetBrains/intellij-community/commit/0e18b63ca3d1e91c5d8d89d489719036a39544c2,,,Collect Info,,,,0,,,,,,,,,,
